artist,song_name,lyric
NewJeans,ETA,"['낭비하지 마 네 시간은 은행', '서둘러서 정리해 걔는 real bad', '받아주면 안돼', 'No you better trust me', '답답해서 그래', '저번에도 봤지만 너 없을 때', '걘 여기저기에 눈빛을 뿌리네', '아주 눈부시게', 'Honestly 우리 사이에', 'He’s been totally lying yeah', '내 생일 파티에 너만 못 온 그날', '혜진이가 엄청 혼났던 그날', '지원이가 여친이랑 헤어진 그날', '걔는 언제나 네가 없이 그날', '너무 멋있는 옷을 입고 그날', 'Heard him say', 'We can go wherever you like', 'Baby say the words and I’m down', 'All I need is you on my side', 'We can go whenever you like', 'Now where are you?', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'I’ll be there right now, lose that boy on her arm', '아파 맘이 네가 걔 못 잊을 때', '내 말 믿어 you deserve better than that', '내가 도와줄게', '걔는 그냥 playin’', 'Boys be always lying yeah', '내 생일 파티에 너만 못 온 그날', '혜진이가 엄청 혼났던 그날', '지원이가 여친이랑 헤어진 그날', '걔는 언제나 네가 없이 그날', '너무 멋있는 옷을 입고 그날', 'Heard him say', 'We can go wherever you like', 'Baby say the words and I’m down', 'All I need is you on my side', 'We can go wherever you like', 'Now where are you?', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'Mmhmm', 'What’s your ETA, what’s your ETA', 'I’ll be there right now, lose that boy on her arm', 'Need a boy on my arm', 'Need a boy on my arm', 'Want a boy on my arm', 'Need a boy on my arm']"
#안녕,해요 (2022),"['그녀와 나는요 그땐 참 어렸어요', '많이 사랑했고 때론 많이 다퉜었죠', '지금 생각하면 모두 내 잘못이죠', '마지막 그날도 그녀는 울었어', '나는 그녈 잡지 못했죠', '지금까지도 너무 후회가 돼요', '그 후로 누굴 사랑한 적 없어 아직은', '그녀와 나는요', '언젠가 만날 거죠', '변해버린 모습 변해버린 시간 속에', '하지만 괜찮아 내 눈엔 아름답던', '예전 모습 그대로 일 거예요', '그녀도 날 못 잊을 거야 나는 믿어요', '그만큼 사랑했죠', '그래서 우린 한 번은 만나야만 해요', '그녀의 친구라도 이 노랠 듣는다면', '그녀에게 전해줘요', '내가 아직 사랑한다고', '우리가 처음 만난 그 시간 그 자리에', '내가 매일 기다린다고', '언제라도', '그녀도 날 못 잊을 거야 나는 믿어요', '그만큼 사랑했죠', '그래서 우린 한 번은 만나야만 해요', '그녀의 친구라도 이 노랠 듣는다면', '그녀에게 전해줘요', '내가 아직 사랑한다고', '우리가 처음 만난 그 시간 그 자리에', '내가 매일 기다린다고', '그녀의 친구라도 이 노랠 듣는다면', '그녀에게 전해줘요', '내가 아직 사랑한다고', '우리가 처음 만난 그 시간 그 자리에', '내가 매일 기다린다고', '내가 매일 기다린다고']"
김민석,취중고백,"['뭐하고 있었니 늦었지만', '잠시 나올래', '너의 집 골목에 있는', '놀이터에 앉아 있어', '친구들 만나서 오랜만에', '술을 좀 했는데', '자꾸만 니 얼굴 떠올라', '무작정 달려왔어', '이 맘 모르겠니', '요즘 난 미친 사람처럼', '너만 생각해', '대책없이 네가 점점 좋아져', '아냐 안 취했어 진짜야', '널 정말 사랑해', '눈물이 날만큼 원하고 있어', '정말로 몰랐니', '가끔 전화해 장난치듯', '주말엔 뭐할거냐며', '너의 관심 끌던 나를', '그리고 한번씩 누나 주려 샀는데', '너 그냥 준다고', '생색 낸 선물도 너 때문에 산거야', '이 맘 모르겠니', '요즘 난 미친 사람처럼', '너만 생각해', '대책없이 네가 점점 좋아져', '아냐 안 취했어 진짜야', '널 정말 사랑해', '진심이야 믿어줘', '갑자기 이런 말 놀랐다면 미안해', '부담이 되는게 당연해', '이해해 널', '하지만 내 고백도 이해해 주겠니 oh', '지금 당장 대답하진마', '나와 일주일만 사귀어줄래', '후회없이 잘 해주고 싶은데', '그 후에도 니가 싫다면', '나 그때 포기할게', '귀찮게 안할게 혼자 아플게', '진심이야 너를 사랑하고 있어']"
세븐틴 (SEVENTEEN),손오공,"['땅을 보고 계속 올랐지 정상까지', '많은 시련은 보란 듯이 I Always Win', '강한 마음이 중요하지', '미래는 도망가지 않아 내가 놓기 전까지', 'DARUMDARIMDA', '구름을 타고 여기저기로 (Hey)', 'DARUMDARIMDA', '우리들의 긍지를 높이러 (Hey)', 'DARUMDARIMDA', '또 다른 세계 나아가자 Go', '이 Rhythm에 맞춰', 'Say Say Say Say', '영웅본색 Like This', '시간과 공간에 구애받지 않는 자세', '힘을 다하고 쓰러져도', '포기를 모르고 날뛰는 중', '마치 된 것 같아 손오공', '마치 된 것 같아 손오공', '우리는 쉬지 않아 매일,', 'Make it Make it', '끝까지 가보자', '마치 된 것 같아 손오공', 'I Luv My Team I Luv My Crew', '여기까지 달리면서', 'I Luv My Team I Luv My Crew', '계속 달릴 수 있어 더', 'I Luv My Team I Luv My Crew', '여기까지 오르면서', 'I Luv My Team 그 덕분에 우린', '마치 된 것 같아 손오공', '알리지 우리는 등장 중', '여전히 세대를 뒤바꿈', '멈추지 않아 뜀박 중', '발이 꼬여도 뒷박 쿵', 'WOO WOO Pull Up My 근두운', 'WOO WOO 성실히 수행 중', 'DARUMDARIMDA', '늘어나라 하늘로 여의봉 (Hey)', 'DARUMDARIMDA', '우리들의 매일은 Come & Go (Hey)', 'DARUMDARIMDA', '모든 걸 위해 나아가자 Go', '이 노래에 맞춰', 'Say Say Say Say', '영웅본색 Like This', '시간과 공간에 구애받지 않는 자세', '힘을 다하고 쓰러져도', '포기를 모르고 날뛰는 중', '마치 된 것 같아 손오공', '마치 된 것 같아 손오공', '우리는 쉬지 않아 매일,', 'Make it Make it', '끝까지 가보자', '마치 된 것 같아 손오공', 'I Luv My Team I Luv My Crew', '여기까지 달리면서', 'I Luv My Team I Luv My Crew', '계속 달릴 수 있어 더', 'I Luv My Team I Luv My Crew', '여기까지 오르면서', 'I Luv My Team 그 덕분에 우린', '마치 된 것 같아 손오공', '진실은 때론 잔혹해 (What’s That?)', '거짓은 때론 달콤해 (What’s That?)', '다정함은 때론 거짓말로 (What’s That?)', '나쁜 것 싹 다 모아둬', 'Ping 하고 불 나와', 'Ener Energy 기 모아 아주 다 나와', 'Ener Energy 한방에 아주 발사 파', '지금부터 다 하늘 위로 함성 발사', '이 노래는 이 만화의 엔딩송이다']"
(여자)아이들,Nxde,"['Why you think that ’bout nude', '’Cause your view’s so rude', 'Think outside the box', 'Then you’ll like it', 'Hello my name is 예삐 예삐요', '말투는 멍청한 듯 몸매는 섹시 섹시요', '그럼 다이아 박힌 티아라 하나에', '내가 퍽이나 웃게 퍽이나 웃게', '뒤틀려버린 로렐라이', 'Don’t need no man', '철학에 미친 독서광', 'Self-made woman', '싸가지없는', '이 Story에 무지 황당한', '야유하는 관객들', 'You tricked me you’re a liar', '아 발가벗겨져 버린 Movie star', '아 별빛이 깨져버린 밤', '꼴이 볼품없대도 망가진다 해도', '다신 사랑받지 못한대도', 'Yes I’m a nude', 'Nude 따따랏따라', 'Yes I’m a nude', 'Nude I don’t give a love', 'Baby how do I look, how do I look', '아리따운 날 입고 따따랏따라', 'Baby how do I look, how do I look', '아리따운 날 입고 따따랏따라', '(Ouch!)', '실례합니다 여기 계신 모두', '야한 작품을 기대하셨다면', 'Oh I’m sorry 그딴 건 없어요', '환불은 저쪽 대중은 흥미 없는 정보', '그 팝콘을 던져도 덤덤', '행복과 반비례 평점', 'But my 정점 멋대로 낸', '편견은 토할 거 같지', '아 발가벗겨져 버린 Movie star', '아 더 부끄러울 게 없는 밤', '꼴이 볼품없대도 어쩌면 네게도', '다신 사랑받지 못한대도', 'Yes I’m a nude', 'Nude 따따랏따라', 'Yes I’m a nude', 'Nude I don’t give a love', 'Baby how do I look, how do I look', '아리따운 날 입고 따따랏따라', 'Baby how do I look, how do I look', '아리따운 날 입고 따따랏따라', 'Um ha um ha um ha um', ""Yes I'm a nude"", ""Yes I'm a nude"", 'Now I draw a luxury nude', 'Why you think that ’bout nude', '’Cause your view’s so rude', 'Think outside the box', '까고 말해', '아리따운 나의 누드', '아름다운 나의 누드', 'I’m born nude', '변태는 너야', 'Rude', 'Nude']"
AKMU (악뮤),Love Lee,"['You know', '내 스타일이 아닌 음악을 들어도', 'You know', '좋아하지 않는 음식을 먹어도', '우산 없이 비가 와 홀딱 다 젖어도 좋아', 'I love it because I love you', '', '우리 관계 디비디비딥', '매일 봐도 처음같이 비기비기닝', '춤추고 싶어 빌리빌리진', '우리 앞 우리 옆 시기시기질투', '자유로운 날갯짓 훨훨훨', '꽃송이가 나를 삼킬 걸', '알면서 난 뛰어들었어', 'Jump j-j-jump jump jump jump', '', 'So lovely day so lovely', 'Errday with you so lovely', 'Du durudu durudu du durudu', '', 'Spell L.o.v.e.L.e.e', '이름만 불러도 you can feel me', '눈빛만 봐도 알면서 my love', '', 'You know', '아끼는 옷에 coffee를 쏟아도', 'You know', '내가 준 목걸이를 잃어버려도', '한 번 더 같은 것 사준 걸 다시 또 잃어도 좋아', ""I don't care I just care about you"", '', '여기 어때 how you like that', '다 퍼주고 될게 빈털터리', 'Jubilate 박수갈채', '안 반하고 누가 배겨 love sick', '비타민 U가 필요해', '만들어줘 샛노랗게', '체크무늬 벌집 두 눈에', 'Honey help honey help', '', 'So lovely day so lovely', 'Errday with you so lovely', 'Du durudu durudu du durudu', '', 'Spell L.o.v.e.L.e.e', '이름만 불러도 you can feel me', '눈빛만 봐도 알면서 my love', '', '누구 사랑 먹고 그리 이쁘게 컸니', 'Mommy or your daddy or them both', 'Lovey-dovey things 너의 곁에 everyday', 'Good morning good night', '너의 이름 부를 때', '', 'So lovely day so lovely', 'Errday with you so lovely', 'Du durudu durudu du durudu', '', 'Spell L.o.v.e.L.e.e', '이름만 불러도 you can feel me', '눈빛만 봐도 알면서 my love']"
임영웅,우리들의 블루스,"['잊지는 말아요 함께 했던 날들', '눈물이 날 때면', '그대 뒤를 돌아보면 돼요', '아프지 말아요 쓸쓸한 마음에', '힘든 일이 참 많았죠 그대에겐', '내가 곁에 있을게요', '그댈 위해 노래할게요', '잊지 말아요', '그댈 위해 약속할게요', '언젠가 우리 시간 지나면', '알게 되겠죠', '그땐 웃을 수 있죠 나 약속할게요', '그땐 미소 짓겠죠', '작은 행복까지 모두', '외롭고 지칠 때 손잡아 줄게요', '슬픔이 짙어질 때면 위로해 줄', '그 한 사람이 될게요', '그대 부디 울지 말아요', '슬퍼 말아요', '그대에게 빛이 될게요', '언젠가 우리 시간 지나면', '알게 되겠죠', '그땐 웃을 수 있죠 나 약속할게요', '폭풍 속에 혼자 남아 헤매도 오', '길이 되어 지킬게요 그대', '그댈 위해 노래할게요', '잊지 말아요', '그댈 위해 약속할게요', '어두운 길을 밝게 비추는', '그대의 빛이 될게요']"
테이,Monologue,"['다 잊었다는 거짓말', '또 해 버렸죠', '내 마음에 그대란 사람', '없다고 했죠', '너무나 쉽게 잊혀졌다고', '이젠 남이라고', '서툰 내 사랑에 지쳐 떠난 그대', '너무 많이 울려서', '잡을 용기조차 낼 수 없었죠', '미안해요 내 사랑아', '다신 나 같은 사람 만나지 마요', '혹시 찾아가도 두 번 다시', '나를 허락해 주지 마요', '그댄 여리고 너무 착해서', '싫단 말도 잘 못하는데', '많이 부족한 나를 사랑한 그대', '이거면 됐어요 더 이상은', '그대 불행하지 않도록', '나 이쯤에서 없어지는 게', '그댈 위한 나의 사랑인 걸요', '너무 투명해서 때론 불안했죠', '제멋대로 살아온 나를', '감당할 수 없을 것 같죠', '미안해요 내 사랑아', '다신 나 같은 사람 만나지 마요', '혹시 찾아가도 두 번 다시', '나를 허락해 주지 마요', '그댄 여리고 너무 착해서', '싫단 말도 잘 못하는데', '고마웠어요 나를 사랑해 줘서', '나 같은 사람이 두 번 다시', '감히 받을 수 없는 사랑', '그대 때문에 행복했어요', '울지 마요 그대', '잘 생각해 봐요', '나쁜 일들만 가득했던 우리', '다 잊어야 해요', '다신 나 같은 사람 만나지 마요', '혹시 찾아가도 두 번 다시', '나를 허락해 주지 마요', '그댄 여리고 너무 착해서', '싫단 말도 잘 못하는데', '많이 부족한 나를 사랑한 그대', '이거면 됐어요', '더 이상은 그대 불행하지 않도록', '나 이쯤에서 없어지는 게', '그댈 위한 나의 사랑인 걸요']"
방탄소년단,Dynamite,"['Cos ah ah', 'I’m in the stars tonight', 'So watch me bring the fire', 'and set the night alight', 'Shoes on get up in the morn', 'Cup of milk let’s rock and roll', 'King Kong kick the drum', 'rolling on like a rolling stone', 'Sing song when I’m walking home', 'Jump up to the top LeBron', 'Ding dong call me on my phone', 'Ice tea and a game of ping pong', 'This is getting heavy', 'Can you hear the bass boom', 'I’m ready', 'Life is sweet as honey', 'Yeah this beat cha ching', 'like money', 'Disco overload I’m into', 'that I’m good to go', ""I'm diamond you know I glow up"", 'Hey so let’s go', 'Cos ah ah', 'I’m in the stars tonight', 'So watch me bring the fire', 'and set the night alight', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite woah', 'Bring a friend join the crowd', 'Whoever wanna come along', 'Word up talk the talk', 'just move like we off the wall', 'Day or night the sky’s alight', 'So we dance to the break of dawn', 'Ladies and gentlemen', 'I got the medicine', 'so you should keep ya', 'eyes on the ball huh', 'This is getting heavy', 'Can you hear the bass boom', 'I’m ready', 'Life is sweet as honey', 'Yeah this beat cha ching', 'like money', 'Disco overload', 'I’m into that I’m good to go', ""I'm diamond you know I glow up"", 'Let’s go', 'Cos ah ah', 'I’m in the stars tonight', 'So watch me bring the fire', 'and set the night alight', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite woah', 'Dynnnnnanana life is dynamite', 'Dynnnnnanana life is dynamite', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite woah', 'Dynnnnnanana eh', 'Dynnnnnanana eh', 'Dynnnnnanana eh', 'Light it up like dynamite', 'Dynnnnnanana eh', 'Dynnnnnanana eh', 'Dynnnnnanana eh', 'Light it up like dynamite', 'Cos ah ah', 'I’m in the stars tonight', 'So watch me bring the fire', 'and set the night alight', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite', 'Cos ah ah', 'I’m in the stars tonight', 'So watch me bring the fire', 'and set the night alight', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite woah', 'Dynnnnnanana life is dynamite', 'Dynnnnnanana life is dynamite', 'Shining through the city', 'with a little funk and soul', 'So I’mma light it up', 'like dynamite woah']"
"경서예지, 전건호",다정히 내 이름을 부르면,"['끝없이 별빛이 내리던 밤', '기분 좋은 바람이', '두 뺨을 스치고', '새벽 바다 한곳을 보는', '아름다운 너와 나', '그림을 그려갔어', '모래 위 떨린 손끝으로', '날 향해 웃어주는 입술', '끝 모양과 저 달보다', '사랑스러운 두 눈을 가진 네가', '다정히 내 이름을', '부르면 내 마음이', '녹아내려 언제나', '나 하날 위해 준비된', '선물 같아 널 안으면', '잠들지 않는 바다 위를', '너와 함께 걷는 거 같아', '하늘 아래 너와 나', '남은 내 모든 날을 너에게', '다 줘도 안 아까워', '이제서야 내가', '사랑에 눈을 뜬 건 가봐', '경험하지 못했고', '믿기지 않는 일만', '일어나고 있는 거 아니', '5월에 피는 봄꽃 처럼', '내 사랑도 피어나', '부는 바람에 살며시 실어 보내', '다정히 내 이름을', '부르면 내 마음이', '녹아내려 언제나', '나 하날 위해 준비된', '선물 같아 널 안으면', '잠들지 않는 바다 위를', '너와 함께 걷는 거 같아', '하늘 아래 너와 나', '설레는 지금이', '꿈이 아닌 걸 알잖아', '난 더 바랄 게 없어', '먼 훗날 내 생애', '아주 작은 소리로', '귓가에 말할 거야', '내 곁에 머물러줘서', '마음 다해 고맙다고', '어떤 말로도 표현 못 할', '내 인생의 전부였다고', '이 순간 너를 꼭 안고', '고백할게 언제나', '우리 모든 날들과', '별빛 아래 우리 그림자', '제일로 특별하다고', '길고 긴 겨울 끝을 지나', '너의 앞에 서있는 지금', '선명한 목소리로', '널 사랑한다고', '말할게']"
(여자)아이들,TOMBOY,"['Look at you 넌 못 감당해 날', 'Ya took off hook', '기분은 Coke like brrr', 'Look at my toe', '나의 Ex 이름 Tattoo', 'I got to drink up now', '네가 싫다 해도 좋아', '', 'Why are you cranky, boy?', '뭘 그리 찡그려 너', 'Do you want a blond barbie doll?', 'It’s not here, I’m not a doll', '', '미친 연이라 말해', 'What’s the loss to me ya', '사정없이 까보라고', 'You’ll lose to me ya', '사랑 그깟 거 따위', '내 몸에 상처 하나도 어림없지', '너의 썩은 내 나는 향수나 뿌릴 바엔', '', 'Ye I’m a Tomboy (Umm ah umm)', 'Ye I’ll be the Tomboy (Umm ah)', 'This is my attitude', 'Ye I’ll be the Tomboy', '', 'I don’t wanna play this ping pong', 'I would rather film a Tik Tok', 'Your mom raised you as a prince', 'But this is queendom, right?', 'I like dancing, I love ma friends', 'Sometimes we swear', 'without cigarettes', 'I like to eh on drinking whiskey', 'I won’t change it, what the hell?', '', '미친 척이라 말해', 'What’s the loss to me ya', '사정없이 씹으라고', 'You’re lost to me ya', '사랑 그깟 거 따위', '내 눈에 눈물 한 방울 어림없지', '너의 하찮은 말에 미소나 지을 바엔', '', 'Ye I’m a Tomboy (Umm ah umm)', 'Ye I’ll be the Tomboy (Umm ah)', 'This is my attitude', 'Ye I’ll be the Tomboy', '', 'Said you get it?', 'You get the song right,', 'you’ll get what I mean “Tomboy”', '', 'La la la la la la la la la', 'La la la la la la la la la', 'La la la la la la la la la', 'La la la la la la la la la', 'Three, two, one', '', 'It’s neither man nor woman', 'Man nor woman', 'It’s neither man nor woman', 'Just me I-DLE', '', 'It’s neither man nor woman', 'Man nor woman', 'It’s neither man nor woman', 'Just me loving Tomboy']"
H1-KEY (하이키),건물 사이에 피어난 장미 (Rose Blossom),"['건물 사이에 피어난 장미', '제발 살아남아 줬으면', '꺾이지 마 잘 자라줘', '온몸을 덮고 있는 가시', '얼마나 힘이 들었으면', '견뎌내줘서 고마워', '예쁘지 않은 꽃은 다들', '골라내고 잘라내', '예쁘면 또 예쁜 대로', '꺾어 언젠가는 시들고', '왜 내버려 두지를 못해', '그냥 가던 길 좀 가', '어렵게 나왔잖아', '악착같이 살잖아 hey', '나는 건물 사이에 피어난 장미', '삭막한 이 도시가', '아름답게 물들 때까지', '고갤 들고 버틸게 끝까지', '모두가 내 향길 맡고 취해', '웃을 때까지', 'Oh oh oh oh', ""No I'm not goin' down"", ""I'll be alright"", ""Yeh I'm only goin' up"", 'and Imma be alright', 'Hey', '내가 원해서 여기서 나왔냐고', '원망해 봐도 안 달라져 하나도', '지나고 돌아보면', '앞만 보던 내가 보여', '그때그때 잘 견뎌냈다고', '생각 안 해 그냥 날 믿었다고', '거센 바람이 불어와', '내 살을 베려 해도', '자꾸 벌레들이 나를', '괴롭히고 파고들어도', 'No 언제나 굴하지 않고', '쓰러지지 않아 난', '어렵게 나왔잖아', '악착같이 살잖아', '나는 건물 사이에 피어난 장미', '삭막한 이 도시가', '아름답게 물들 때까지', '고갤 들고 버틸게 끝까지', '모두가 내 향길 맡고', '취해 웃을 때까지', 'Keep it up', 'Oh oh oh oh', ""It's a song for you and I"", ""Say that we're alive"", 'Celebrate it now', '나는 건물 사이에 피어난 장미', '삭막한 이 도시가', '아름답게 물들 때까지', '고갤 들고 버틸게 끝까지', '모두가 내 향길 맡고', '취해 웃을 때까지', 'Keep it up', 'Oh oh oh oh', ""No I'm not goin' down"", ""I'll be alright"", ""Yeh I'm only goin' up"", 'and Imma be alright', 'Hey', 'Keep it up', 'Oh oh oh oh', ""No I'm not goin' down"", ""I'll be alright"", ""Yeh I'm growin' up"", 'and Imma be alright', 'Hey']"
임영웅,다시 만날 수 있을까,"['너를 위해 해 줄 것이 하나 없어서', '보낼 수밖에 없었고', '네가 없이 사는 법을 알지 못해서', '순간순간을 울었다', '후회로 가득한 한숨 자락이', '시린 바람처럼', '가슴 치는 날 그 언젠가', '우리 만날 수 있을까', '다시 만날 수 있을까', '그리 좋던 예전처럼 그때처럼', '되돌아갈 수 있을까', '다시 우리가 만나면', '무엇을 해야만 할까', '서로를 품에 안고서', '하염없이 눈물만 흘려볼까', '붙잡을 마음이야 없었겠냐마는', '그때 난 부끄러웠다', '떳떳하게 일어나 널 다시 찾아갈', '뜨거운 꿈만 꾸었다', '둘이 함께 했던 순간순간이', '시린 폭포처럼', '쏟아지는 날 그 언젠가', '우리 만날 수 있을까', '다시 만날 수 있을까', '그리 좋던 예전처럼 그때처럼', '되돌아갈 수 있을까', '다시 우리가 만나면', '무엇을 해야만 할까', '서로를 품에 안고서', '하염없이 눈물만 흘려볼까', '그리운 마음이 서럽게 흘러넘쳐', '너에게 닿을 때', '우리 만날 수 있을까', '다시 만날 수 있을까', '그리 좋던 예전처럼 그때처럼', '되돌아갈 수 있을까', '다시 우리가 만나면', '무엇을 해야만 할까', '서로를 품에 안고서', '하염없이 눈물만 흘려볼까']"
허각,물론,"['가진 게 그리 많진 않아', '어쩌면 많이 부족할지 몰라', '가끔 나와 다투기도 하겠지만', '주위를 둘러보면 네게', '나보다 좋은 사람 많겠지만', '널 사랑하는 맘', '나 그것만큼은 자신 있는 걸', '내리는 비를 막아 줄 수는 없지만', '비가 오면 항상 함께 맞아 줄게', '힘든 일이 있어도 기쁜 일이 있어도', '함께 할게', '물론 모든 걸 다 줄 수는 없지만', '작은 행복에 미소 짓게 해 줄게', '무슨 일이 있어도', '너의 편이 돼줄게 언제까지나', '세상이 그리 쉽지 않아', '몇 번씩 넘어지곤 할지 몰라', '꼭 잡은 두 손만 놓치지 않고선', '함께 가면 돼', '내리는 비를 막아 줄 수는 없지만', '비가 오면 항상 함께 맞아 줄게', '힘든 일이 있어도 기쁜 일이 있어도', '함께 할게', '물론 모든 걸 다 줄 수는 없지만', '작은 행복에 미소 짓게 해 줄게', '무슨 일이 있어도', '너의 편이 돼줄게 언제까지나']"
지코 (ZICO),새삥 (Prod. ZICO) (Feat. 호미들),"['기분이 째져', ""Ayy who's the best dresser"", '반경 100m 누가 젤 튀어', '잘 되면 셀럽', '못 되면 평생 리셀러', '내 개성은 시대를 안 타 huh', '안 타 cause', '나는 새삥', '모든 게 다 새삥', '보세 옷을 걸쳐도', '브랜드 묻는 DM이 와', 'I’m too sexy', '헌 집 주고 새집', '프리미엄이 붙어', '두 배, 세 배, 네 배 yeah', '나는 새삥', '11년째 freshman', '유명세를 걷어', '현찰 대신 스펙을 stackin’', 'Ooh! You’re not savage', '남의 멋만 쌔비지', '난 취향을 감춰 그래', '내 세컨 카는 수수께끼', 'Show and prove의 심볼', '넘볼 수 없는 임금', 'The king is back 뽷!', '다시 ’코’시국', '암만 영끌해도 근본은 절대 못 사', '눈팅으로 배운 너의 street fashion', '뚜까 패고파', '기분이 째져', ""Ayy who's the best dresser"", '반경 100m 누가 젤 튀어', '잘 되면 셀럽', '못 되면 평생 리셀러', '내 개성은 시대를 안 타 huh', '안 타 cause', '나는 새삥', '모든 게 다 새삥', '보세 옷을 걸쳐도', '브랜드 묻는 DM이 와', 'I’m too sexy', '헌 집 주고 새집', '프리미엄이 붙어', '두 배, 세 배, 네 배 yeah', '아마 나는 오늘도', '미치게 하겠지 workin’', '이유는 뻔하지 새로운 옷이', '알어 니 위치는 겉만 하지 마', '건방 빌린 게 티 나서 bro', '이제 여름이 오니까 준비해', '내 목에다 채워질 아이스체인', '1234 옷을 세는 것도 지겨워 man', 'New thang', 'I love my hates', '원해 new chain', '우리 엄만 생일마다', '새 가방이 생기지', '신기록 갱신', '우린 없어 배신', '나는 매일 새신', 'Yessir I really came from zero', '그래서 2배로 work', '책임을 가진 삶은 생각보다 괴로워', ""언제나 let's go hard"", '내 옷은 새로워', '난 운전할 때마다 맨 앞이라 외로워', '안 무셔 drip check', '내 옷들은 늘 새삥', '아무도 못 말려 나란 바닥노무 쉐낀', '멈출 수 없어 난 쌓아야 해 stack', '안전모를 썼던', '나는 절대 못해 cap', '기분이 째져', ""Ayy who's the best dresser"", '반경 100m 누가 젤 튀어', '잘 되면 셀럽', '못 되면 평생 리셀러', '내 개성은 시대를 안 타 huh', '안 타 cause', '나는 새삥', '모든 게 다 새삥', '보세 옷을 걸쳐도', '브랜드 묻는 DM이 와', 'I’m too sexy', '헌 집 주고 새집', '프리미엄이 붙어', '두 배, 세 배, 네 배 yeah', '나는 새삥 모든 게 다 새삥']"
임한별,사랑하지 않아서 그랬어,"['사랑하지 않기로 했어', '나만 생각하기로 했어', '니 눈물을 못 본 척 좀 해야겠어', '나쁜 사람 되기 싫어서', '구차해지는 변명들로', '괜한 기대하게 만들기 싫었어', '마지막까지 상처 주긴 싫은데', '난 여전히 너를 배려해 줄', '자신이 없는걸', '사랑하지 않았어 미안해', '참 많이 고마웠어', '미련 갖는 일 그런 일 없을 거야 정말', '매번 져주려 했던 너에게', '기어코 이겨보려 애썼던 순간도', '너를 필요 없어 했던 밤도', '사랑하지 않아서 그랬어', '마지막으로 안아주면 안 될까', '말하는 니 얼굴', '떳떳하게 볼 수가 없는걸', '사랑하지 않았어 미안해', '참 많이 고마웠어', '미련 갖는 일 그런 일 없을 거야 정말', '매번 져주려 했던 너에게', '기어코 이겨보려 애썼던 순간도', '너를 필요 없어 했던 밤도', '사랑하지 않아서 그랬어', '넌 모르지 내 맘이 어떤지', '계속 사랑해보려 애를 썼어', '내가 다 미안해', '도망치는 내가 밉겠지만', '나는 후련한 거 같아 여기까지만 해', '기다리면은 안 돼 잘 들어', '날 미워해야만 해', '계속 울어도 난 멀리 떠날 거야 제발', '니가 괴롭든 말든 꺼놨던 전화도', '아픈 니가 귀찮았던 밤도', '하다못해 지금 내 말투도', '사랑하지 않아서 그랬어']"
