artist,song_name,lyric
폴킴,"모든 날, 모든 순간 (Every day, Every Moment)","['네가 없이 웃을 수 있을까', '생각만 해도 눈물이나', '힘든 시간 날 지켜준 사람', '이제는 내가 그댈 지킬 테니', '너의 품은 항상 따뜻했어', '고단했던 나의 하루에', '유일한 휴식처', '나는 너 하나로 충분해', '긴 말 안 해도 눈빛으로 다 아니깐', '한 송이의 꽃이 피고 지는', '모든 날 모든 순간 함께해', '햇살처럼 빛나고 있었지', '나를 보는 네 눈빛은', '꿈이라고 해도 좋을 만큼', '그 모든 순간은 눈부셨다', '불안했던 나의 고된 삶에', '한줄기 빛처럼 다가와', '날 웃게 해준 너', '나는 너 하나로 충분해', '긴 말 안 해도 눈빛으로 다 아니깐', '한 송이의 꽃이 피고 지는', '모든 날 모든 순간 함께해', '알 수 없는 미래지만', '네 품속에 있는 지금 순간 순간이', '영원 했으면 해', '갈게 바람이 좋은 날에', '햇살 눈부신 어떤 날에 너에게로', '처음 내게 왔던 그날처럼', '모든 날 모든 순간 함께해']"
임영웅,이제 나만 믿어요,"['무얼 믿은 걸까 부족했던 내게서', '나조차 못 믿던 내게 여태 머문 사람', '무얼 봤던 걸까 가진 것도 없던 내게', '무작정 내 손을 잡아 날 이끈 사람', '최고였어', '그대 눈 속에 비친 내 모습', '이제는 내게서 그댈 비춰줄게', '궂은 비가 오면', '세상 가장 큰 그대 우산이 될게', '그댄 편히 걸어가요', '걷다가 지치면', '내가 그대를 안고 어디든 갈게', '이제 나만 믿어요', '나만 두고 가던', '나만 스쳐 간 행운이 모여', '그대가 되어서 내게 와준 거야', '궂은 비가 오면', '세상 가장 큰 그대 우산이 될게', '그댄 편히 걸어가요', '걷다가 지치면', '내가 그대를 안고 어디든 갈게', '이제 나만 믿어요', '나의 마지막 주인공이 되어', '다신 누구 앞에서도', '그대는 고개 숙이지 마요', '내가 보지 못했던 홀로 고단했던 시간', '고맙고 미안해요 사랑해요', '이 세상은', '우리를 두고 오랜 장난을 했고', '우린 속지 않은 거야', '이제 울지 마요', '좋을 땐 밤새도록 맘껏 웃어요', '전부 그대 꺼니까', '그대는 걱정 말아요', '이제 나만 믿어요']"
우디 (Woody),Say I Love You,"['입을 맞춰도 불안하고', '품에 안아도 초조하고', '잠이 들 때도 꿈처럼 사라질까', '밤새 뒤척이고', '보면 볼수록 겁이 나고', '겁이 날수록 더 보고 싶고', '사랑할수록 네가 날 떠날까 봐', '두려워지나 봐', '사랑을 다 줘도 불안한 건 남자야', '넌 너무 모르지 남자의 사랑을', '사랑할수록 더 보고 싶고', '보면 볼수록 더 안달 나고', '평생 내 여자로 만들고픈', '조급한 마음인걸', '평생 내 여자로 살아줄래', '나 말곤 없다고 말해줄래', '조금도 불안해하지 않게', '한 번 더 말해줄래', 'Say I love you', 'Say I love you', 'Say I love you', 'Say I love you', '사랑할수록 닮아가고', '날이 갈수록 더 좋아져', '함께 할수록 난 너 없인 못 살아', '너 책임져', '사랑을 다 줘도 불안한 건 남자야', '넌 너무 모르지 남자의 사랑을', '사랑할수록 더 보고 싶고', '보면 볼수록 더 안달 나고', '평생 내 여자로 만들고픈', '조급한 마음인걸', '평생 내 여자로 살아줄래', '나 말곤 없다고 말해줄래', '조금도 불안해하지 않게', '한 번 더 말해줄래 Say I love you', 'Say I love you Say I love you', '약속해줘 You are the only my love', '한 여자만을 사랑하니까', '내겐 그 여자는 너 하나니까', '자꾸만 네 사랑을 보채도', '날 미워하지는 마', '평생 내 여자로 살아줄래', '나 말곤 없다고 말해줄래', '조금도 불안해하지 않게', '한 번 더 말해줄래', 'Say I love you', 'Say I love you Say I love you', 'Say I love you Say I love you']"
우디 (Woody),사막에서 꽃을 피우듯,"['아침에 눈 뜨는 게 너무 행복해졌어', '널 사랑한다 말할 수 있어서 하늘에 감사해', '⠀', '네 번의 계절을 너와 함께할게', '평생토록 더 오래도록 더 영원토록', '⠀', '음악처럼 꿈처럼', '매일 새롭게 사랑을 주고 싶어', '지금처럼 곁에 있어 주기를 언제나', '⠀', '사막에서 꽃을 피우듯 널 만난 건 기적인 걸', '설렘이 사라지더라도 이 사랑을 지켜줄게', '⠀', '허물없이 지내다가도', '힘든 날엔 말없이 기댈 수 있게', '언제나 네 곁에 내가 서 있을게', '⠀', '한 걸음 한 걸음', '어둡지 않게 내가 널 비춰줄게', '지금처럼 곁에 있어 주면 돼 언제나', '⠀', '사막에서 꽃을 피우듯 널 만난 건 기적인 걸', '설렘이 사라지더라도 이 사랑을 지켜줄게', '⠀', '허물없이 지내다가도', '힘든 날엔 말없이 기댈 수 있게', '언제나 네 곁에 내가 서 있을게', '⠀', '너와 함께하는 이 시간이', '조금만 더 천천히 흘러가길', '⠀', '어떤 날엔 웃게 해 줄게', '좋은 날엔 더 안아줄게', '슬픈 날엔 그냥 울어도 돼', '내가 더 노력할게', '⠀', '허물없이 지내다가도', '힘든 날엔 말없이 기댈 수 있게', '언제나 네 곁에 내가 서 있을게', '⠀', '언제나 네 곁에 있을게']"
BIG Naughty (서동현),정이라고 하자 (Feat. 10CM),"['Back to the day', '갓 10대가 됐을 때', '그때 내가 널 보지 못했다면', '어땠을까 해', '왜인지 외로워지는 밤에 You say', '흐린 추억 속에 네게 안겨 잠드네', 'Yeah 친구들과의 술자리', '나는 또 네 얘기를 꺼내', '보고 싶다는 넋두리에', '친구들 답은 뻔해', '10년도 더 된 애를 사랑할 수 있냬', '이제 그만 잊으래', '근데 그게 잘 안돼', '그래 걔 말마따나', '넌 아담의 사과일 수도', 'But 난 신을 안 믿으니까', '네 전화 바로 픽업', '지금 주소 찍어', '어디든 상관없어 다 갈 테니까', '그건 사랑이 아냐', '그건 미련이 아냐', '그냥 정이라고 하자', '임마 네가 뭘 알아', '이건 사랑이 맞아', '분명 약속했단 말이야', 'I know I’m wrong', '그 자리에 그대로', '두고 온 기억들을', '더듬고 있을 때면', 'You say', '그건 사랑이 아냐', '그건 미련이 아냐', '그냥 정리하고 가자', '아메리카노보단 라떼를', '맛있게 내리던 네 집 앞 카페를', '매일 같이 갔었었던 그때를', '내려줄게 쓰지 않아 이제는', '넌 매일 밤 예뻐 예뻐', '해주며 날 재워 재워', '식어버린 널 데워 태워', '꿈에서 날 깨워 줘', '버려진 기억들 속에서', '쓸만한 컷들을 찾고 있어', '이미 내 곁에 더는 없는 너지만', '난 너를 느낄 수 있어', '닿을 듯 안 닿을 듯', '떠나는 뒷모습이', '왜인지 행복해 보여', '너라도 행복해줘', '그건 사랑이 아냐', '그건 미련이 아냐', '그냥 정이라고 하자', '임마 네가 뭘 알아', '이건 사랑이 맞아', '분명 약속했단 말이야', 'I know I’m wrong', '그 자리에 그대로', '두고 온 기억들을', '더듬고 있을 때면', 'You say', '그건 사랑이 아냐', '그건 미련이 아냐', '그냥 정리하고 가자', '그건 사랑이 아냐', '그건 미련이 아냐', '그냥 정이라고 하자', '임마 네 말이 맞아', '이건 사랑이 아냐', '그냥 정리하고 가자']"
BLACKPINK,Pink Venom,"['Kick in the door Waving the coco', '팝콘이나 챙겨 껴들 생각 말고', 'I talk that talk Runways I walk walk', '눈 감고 pop pop 안 봐도 척', '', 'One by one then Two by two', '내 손끝 툭 하나에 다 무너지는 중', '가짜 쇼 치곤 화려했지', 'Makes no sense You couldn’t', 'get a dollar outta me', '', '자 오늘 밤이야 난 독을 품은 꽃', '네 혼을 빼앗은 다음', 'Look what you made us do', '', '천천히 널 잠재울 FIRE 잔인할 만큼 아름다워', '', 'I bring the pain like', '', 'This that pink venom', 'This that pink venom', 'This that pink venom', 'Get ‘em, get ‘em, get ‘em', 'Straight to ya dome like', 'whoa whoa whoa', 'Straight to ya dome like ah ah ah', '', 'Taste that pink venom', 'Taste that pink venom', 'Taste that pink venom', 'Get ‘em, get ‘em, get ‘em', 'Straight to ya dome like', 'whoa whoa whoa', 'Straight to ya dome like ah ah ah', '', 'Black paint and ammo,', 'got bodies like Rambo', 'Rest in peace, please light up a candle', 'This da life of a vandal,', 'masked up and I’m still in Celine', 'Designer crimes or it wouldn’t be me', '', 'Diamonds shinin’ drive in silence', 'I don’t mind it I’m ridin’', 'Flyin’ private side by side with da', 'pilot Up in the sky', 'And I’m wildin’, stylin’ on them and', 'there’s no chance', 'Cuz we got bodies on bodies like this a', 'slow dance', '', '자 오늘 밤이야 난 독을 품은 꽃', '네 혼을 빼앗은 다음', 'Look what you made us do', '', '천천히 널 잠재울 FIRE 잔인할 만큼 아름다워', '', 'I bring the pain like', '', 'This that pink venom', 'This that pink venom', 'This that pink venom', 'Get ‘em, get ‘em, get ‘em', 'Straight to ya dome like', 'whoa whoa whoa', 'Straight to ya dome like ah ah ah', '', 'Taste that pink venom', 'Taste that pink venom', 'Taste that pink venom', 'Get ‘em, get ‘em, get ‘em', 'Straight to ya dome like', 'whoa whoa whoa', 'Straight to ya dome like ah ah ah', '', '원한다면 provoke us', '감당 못해 and you know this', '', '이미 퍼져버린 shot that potion', '네 눈앞은 핑크빛 ocean', '', 'Come and give me all the smoke', '도 아니면 모 like I’m so rock and roll', '', 'Come and give me all the smoke', '다 줄 세워 봐 자 STOP DROP', '', 'I bring the pain like', '', 'La tatata La tatata La tatata La tatata', 'La tatata La tatata', '', 'Straight to ya', 'Straight to ya', 'Straight to ya dome like', '', 'La tatata La tatata La tatata La tatata', 'La tatata La tatata', '', 'I bring the pain like']"
IVE (아이브),ELEVEN,"['따분한 나의 눈빛이', '무표정했던 얼굴이', '널 보며 빛나고 있어', '널 담은 눈동자는 odd', '', '내 안에 빼곡하게 피어나는 blue', '내가 지금 느끼는 이 감정들은 true', '내 입술을 간지럽힌 낯선 그 이름', '난 몰랐어 내 맘이 이리 다채로운지', '', '긴 꿈을 꾸게 해 이 방은 작은 heaven', '춤을 추곤 해 실컷 어지러울 만큼', 'Oh my, oh my god', '한 칸 더 채우고 있어', '잘 봐 1, 2, 3, 4, 5, 6, 7', 'You make me feel like eleven', '', '투명한 너와 나의 사이', '가만히 들여다보다', '일렁인 물결 속으로', '더 빠져드는 걸', '', '그날 향기로운 보랏빛의 mood', '셀 수 없이 반복해도 기분 좋은 꿈', '감히 누가 이렇게 날 설레게 할 줄', '난 몰랐어 내 맘이 이리 다채로운지', '', '긴 꿈을 꾸게 해 이 방은 작은 heaven', '춤을 추곤 해 실컷 어지러울 만큼', 'Oh my, oh my god', '한 칸 더 채우고 있어', '잘 봐 1, 2, 3, 4, 5, 6, 7', 'You make me feel like eleven', '', '내 앞에 있는 너를', '그 눈에 비친 나를 (그 눈에 비친 나를)', 'Aya, aya, aya (가만히 바라봐)', '내 앞에 있는 너를', '그 눈에 비친 나를', '가만히 바라봐', '', ""Don't say now"", '서둘러 오진 마', '이 순간이 좋아 난', '미처 몰랐어 내 맘이 이리 다채로운지', '', '긴 꿈을 꾸게 해 이 방은 작은 heaven', '춤을 추곤 해 실컷 어지러울 만큼', 'Oh my, oh my god', '한 칸 더 채우고 있어', '잘 봐 1, 2, 3, 4, 5, 6, 7', 'You make me feel like eleven', '', '내 앞에 있는 너를', '그 눈에 비친 나를', 'Aya, aya, aya', '내 앞에 있는 너를', '그 눈에 비친 나를', '사랑하게 됐거든']"
LE SSERAFIM (르세라핌),FEARLESS,"['Bam ba ba ba ba bam ba ba ba ba bam', 'Ba ba ba ba bam', 'Bam ba ba ba ba bam ba ba ba ba bam', 'Ba ba ba ba bam', '', '제일 높은 곳에 난 닿길 원해 느꼈어 내 answer', '내 혈관 속에 날뛰는 new wave 내 거대한 passion', '관심 없어 과거에 모두가 알고 있는 그 트러블에 huh', ""I'm fearless a new b**ch new crazy 올라가 next one"", '', '밟아줘 highway highway', '멋진 결말에 닿게', '내 흉짐도 나의 일부라면', '겁이 난 없지 없지', '', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'Mmmm I’m fearless huh', '', 'You should get away', 'Get a get a get away', '다치지 않게 다치 다치지 않게', 'You should get away', 'Get a get a get away', 'Mmmm I’m fearless huh', '', 'Bam ba ba ba ba bam ba ba ba ba bam', 'Ba ba ba ba bam', 'Bam ba ba ba ba bam ba ba ba ba bam', 'Ba ba ba ba bam', '', '욕심을 숨기라는 네 말들은 이상해', '겸손한 연기 같은 건 더 이상 안 해', '가져와 forever win 내게 ay', '가슴팍에 숫자 1 내게 ay', '내 밑으로 조아린 세계 ay', 'Take the world break it down break you down down', '', '밟아줘 highway highway', '멋진 결말에 닿게', '내 흉짐도 나의 일부라면', '겁이 난 없지 없지', '', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'Mmmm I’m fearless huh', '', 'You should get away', 'Get a get a get away', '다치지 않게 다치 다치지 않게', 'You should get away', 'Get a get a get away', 'Mmmm I’m fearless huh', '', 'Bam ba ba ba ba bam ba ba ba ba bam', 'Ba ba ba ba bam', 'Bam ba ba ba ba bam ba ba ba ba', 'Mmmm I’m fearless huh', '', '더는 없어 패배', '준비된 내 payback', 'Bring it 당장 내게', 'Mmmm I’m fearless huh', '', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'What you lookin’ at', 'What you what you lookin’ at', 'Mmmm I’m fearless huh', '', 'You should get away', 'Get a get a get away', '다치지 않게 다치 다치지 않게', 'You should get away', 'Get a get a get away', 'Mmmm I’m fearless huh']"
잔나비,주저하는 연인들을 위해,"['나는 읽기 쉬운 마음이야', '당신도 스윽 훑고 가셔요', '달랠 길 없는 외로운 마음 있지', '머물다 가셔요 음', '내게 긴 여운을 남겨줘요', '사랑을 사랑을 해줘요', '할 수 있다면 그럴 수만 있다면', '새하얀 빛으로 그댈 비춰 줄게요', '그러다 밤이 찾아오면', '우리 둘만의 비밀을 새겨요', '추억할 그 밤 위에 갈피를 꽂고선', '남몰래 펼쳐보아요', '나의 자라나는 마음을', '못 본 채 꺾어 버릴 순 없네', '미련 남길바엔 그리워 아픈 게 나아', '서둘러 안겨본 그 품은 따스할 테니', '그러다 밤이 찾아오면', '우리 둘만의 비밀을 새겨요', '추억할 그 밤 위에 갈피를 꽂고선', '남몰래 펼쳐보아요', '언젠가 또 그날이 온대도', '우린 서둘러 뒤돌지 말아요', '마주보던 그대로 뒷걸음치면서', '서로의 안녕을 보아요', '피고 지는 마음을 알아요', '다시 돌아온 계절도', '난 한 동안 새 활짝 피었다 질래', '또 한번 영원히', '그럼에도 내 사랑은', '또 같은 꿈을 꾸고', '그럼에도 꾸던 꿈을', '난 또 미루진 않을거야']"
이영지,NOT SORRY (Feat. pH-1) (Prod. by Slom),"['미안해', '하나도 하나도', '아무것도 미안하지가 않아서', '그저 나답게 살아가고픈 것뿐 oh', '엄마 나 힙합 관둘게', '혼자서만 도태된 것 같애', '다들 폭죽 터트리고 벌려 축제', '진심은 전부 곡해돼', '사랑은 왜곡돼', '모든 게 다 쉽게 변해 플라스틱 같애', 'Look u in the mirror', ""You're the human being too"", '철없긴 똑같지', '다 곁눈질 뿐', '원리원칙에 갇힌', '빈 깡통 덩어리 이리저리 굴러', '온 세상을 휙 뒤집어 놓지', '""스타일 바꿔 마인드 바꿔', '이참에 챙겨 눈치도""', '""다리 떨지 말고 살 좀 빼', '동네 창피스러워""', '""어깨 힘은 좀 빼""', '""어차피 니가 뱉는 구절 전부', '힙합 아니니까 밥그릇 치워""', ""Man I don't give a about"", 'what u said', '우리 엄마 말도 잘 안 듣던 내가', '니 말은 왜?', 'Hip-hop? Not hip-hop?', ""I don't mind it"", '차례대로 퇴장해 난 아냐', '네 오마카세', ""I don't care"", ""I don't care"", 'About what people said!', 'Nah', ""I don't give a about what you said"", 'I’m not sorry', '머릿속엔 언제나', 'Only me myself and I', ""Don't worry"", '철없게 살아도', '어쩌겠어', ""I'm the only one"", '미안해', '하나도 하나도', '아무것도', '미안하지가 않아서', '그저 나답게 살아가고픈 것뿐 oh', '잘 웃으니까 내가', '참 바보 같나 봐', '나에 대해서 잘 알지도 못하면서', 'Always killing my vibe', '뭐라도 되는 줄 아나 봐', 'Feeling like you becoming somebody', '하지만 그건 너의 착각', '나 물어볼 게 있어', '삿대질 자격 어딨어', '날 가르쳐 들려 하지 마', ""You ain't my teacher"", ""I'll school you"", '넌 왈가왈부', '할 짓 없이 그냥 말만 많구', 'Say what?', '""pH-1 쇼미 피처링', '제발 좀 그만 나와""', '""노래도 못하면서 싱잉 하는', '복면가왕""', '""자극적이지 않아,', '재미없어 He need drama""', '괜찮아, 난 모든 일에', '내 진심을 담아', 'But looky', '내 무기는 두 귀를 닫은 채', '눈치 안 보기', '헛수고해 버린 losers 물어봐 후기', ""My mercy, I'm cruising"", '목걸이는 Real Cuban', '쉬워 보이면 너가 해봐', 'Come and show it', ""I'm proven"", '적당히 맞추면서 살아가', '일일이 다 설명하기엔 내 입이 아파', ""I'm always tryna live my own life"", '내 앞가림하기에도 난 충분히 바빠', '난 나를 속여가면서', '바뀌고 싶진 않아', '너 아니어도', '날 사랑해 주는 사람들 많아', ""I don't care (I don't care)"", 'what you say (what you say)', ""I don't give a about what you said"", ""I'm not sorry"", '머릿속엔 언제나', 'Only me myself and I', ""Don't worry"", '철없게 살아도', '어쩌겠어', ""I'm the only one"", '미안해', '하나도 하나도', '아무것도', '미안하지가 않아서', '그저 나답게 살아가고픈 것뿐', 'Look,', 'I wish that I could be the only one', 'Who get a lot of love, no hate', 'But 어려워', '내 나이 21', 'And I got a lot of problem to solve', '길 잃은 청춘이지만', '그게 내 길이고', '우린 반의 반쪽짜리 육체를 다듬어', '당당히 날 몰아붙인', '위선과 거짓 다 깔고 기립해', '막연히 끄덕이고 조아리긴', '죽기보다 싫으니', ""I don't give a about what u said"", 'I’m not sorry', '머릿속엔 언제나', 'Only me myself and I', ""Don't worry"", '철없게 살아도', '어쩌겠어', ""I'm the only one"", '미안해', '하나도 하나도', '아무것도', '미안하지가 않아서', '그저 나답게 살아가고픈 것뿐 oh', ""I'm not sorry"", ""Don't worry"", '미안해', '하나도 하나도', '아무것도', '미안하지가 않아서', '그저 나답게 살아가고픈 것뿐 oh']"
NewJeans,Cookie,"['내가 만든 쿠키', '너를 위해 구웠지', 'But you know that it ain’t for free, yeah', '', '내가 만든 쿠키', '너무 부드러우니', '자꾸만 떠오르니', '', '널 choco-chip으로', 'Sprinkle로', '입맛 버리게 만들고 싶어', '숨기고 있지만 널 더 보고 싶어', '', 'If you want it', 'You can get it', 'If you want it', '네 목소리를 또 들려줘 boy', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', '내가 만든 쿠키', '너에게는 독이지', '네 마음속을 녹이지', 'So good, yeah', '', 'Looking at my cookie', '역시 향기부터 다르니 (Taste it)', '한입은 모자라니', '', '널 choco-chip으로', 'Sprinkle로', '정신 못 차리게 만들고 싶어', '숨기고 있지만 널 더 보고 싶어', '', 'If you want it', 'You can get it', 'If you want it', '네 목소리를 또 들려줘 boy', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', 'Bet you know', 'Bet you know', 'Bet you know I', '레시핀 없어 딴 데서는 못 찾아', '', 'Take it', ""Don't break it"", 'I wanna see you taste it', 'Sugar, got sugar', '난 재료 안 아끼지', '', 'Bet you know', 'Bet you know', 'Bet you know I', '네 다이어트를 망치고 싶어 나', '', 'Take it', 'Don’t break it', 'I wanna see you taste it', 'Sugar, got sugar', 'Bet you want some', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', '식사는 없어 배고파도', '음료는 없어 목말라도', '달콤한 맛만 디저트만 만', '원하게 될 거 알잖아', '', 'Yeah yo', 'Yeah yo', 'Mm mm', 'Yeah yo', 'Yeah yo', 'Mm mm', '', '내가 만든 쿠키', 'Come and take a lookie', '우리 집에만 있지 놀러 와', '', '얼마든지 굽지', '그런데 너 충치', '생겨도 난 몰라', '', '내가 만든 쿠키', 'Come and take a lookie', '우리 집에만 있지 놀러 와', '', '얼마든지 굽지', '그런데 너 충치', '생겨도 난 몰라']"
지아,사랑하기 싫어,"['숨을 내쉴 때마다', '눈을 감을 때마다', '니 생각이 나 먹먹해진다', '하루 열두 시간이라면', '스물네 시간의 반이면', '외로움마저 반으로 줄 텐데', '거지 같은 미련이 남아', '추억을 주워 담아', '사랑하고 싶어 하다가', '주고 싶어 주다가', '텅 빈 이내 맘', '이별하기 싫어 울다가', '받기 싫어 버텨보다가', '결국 이렇게 나 혼자', '거지 같은 미련이 남아', '추억을 주워 담아', '사랑하고 싶어 하다가', '주고 싶어 주다가', '텅 빈 이내 맘', '이별하기 싫어 울다가', '받기 싫어 버텨보다가', '결국 이렇게 나 혼자', '기나긴 시간이 지난 지금까지', '못 잊어 그리워해', '눈물 내일이면 그칠까', '사랑하고 싶어 하다가', '주고 싶어 주다가', '텅 빈 이내 맘', '이별하기 싫어 울다가', '받기 싫어 버텨보다가', '셀 수 없게 난 보기 싫게 난', '결국 이렇게 나 혼자']"
임영웅,무지개,"['오늘 하루 어땠었나요', '많이 힘들었나요', '쉬지 않고 달려왔던 길에서', '나와 함께 쉬어가요', '그냥 아무런 준비도 없이', '떠나볼까요', '평범해도 좋으니까', '우리 함께 가요', 'Du Du Du Du Du', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', 'Du Du Du Du', 'Du Du Du Du', '떠나볼래요', '힘껏 살다 보니 무뎌져', '헝클어진 머리도', '괜찮다며 그댈 안아줄 사람', '바로 그대 곁에 있죠', '까만 선글라스 하나 챙겨서', '떠나볼까요', '평범해도 좋으니까', '우리 함께 가요', 'Du Du Du Du Du', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', 'Du Du Du Du', 'Du Du Du Du', '떠나볼래요', '우리 함께 가요', 'Du Du Du Du Du', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', 'Du Du Du Du', 'Du Du Du Du', '떠나볼래요', '우리 함께 가요', 'Du Du Du Du Du', 'Du Du Du Du', 'Du Du Du Du', '떠나볼래요', 'Du Du Du Du', 'Du Du Du Du', '떠나볼래요', 'Du Du Du Du', 'Du Du Du Du', '지금 떠나요']"
WSG워너비 (가야G),그때 그 순간 그대로 (그그그),"['잘 지냈지? 조금은 어색해 요즘 좋아 보여 인사 나누며', '사실 궁금한 게 너무 많았는데 반가움에 멍해졌죠', '', '생각보다 오래 된 것 같은 우리 수다스럽던 그때가 생각나', '뭐가 그렇게도 할 말이 많아서 밤을 지새우곤 했죠', '', '그리운 목소리 그리던 얼굴 참 많이도 기다렸어', '', '다시 만나자는 너의 한마디에 울컥 눈물이 나', '결국 너였단 걸', '', '알아', '기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼', '', '서로를 알아보고 그렇게 눈앞에 서있죠', '', '우리 사랑했던 우리 다시 만나 그때 그 순간 그대로', '사랑했고 사랑할 거니까', '', '같이 듣던 노래 그때 그 거리를 이제 혼자 아닌 너와 둘이 걸어', '', '다시 오른쪽에 나란히 발맞춰 같은 노래를 부르죠', '', '그리운 만남을 그리던 날들 참 많이도 기다렸어', '', '다시 너를 만나 더욱 더 소중해 같은 마음이란 걸', '', '알아', '기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼', '', '서로를 알아보고 그렇게 눈앞에 서있죠', '', '우리 사랑했던 우리 다시 만나 그때 그 순간 그대로', '', '사랑했고 사랑할 거니까', '', '처음 느낌 그대로 설렘이 가득한 날', '', '고마워 다시 돌아와줘서', '', '그때 그 순간처럼 날', '', '안아줘', '', '결국 기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼', '', '서로를 알아보고 그렇게 눈앞에 서있죠', '', '우리 사랑했던 우리 다시 만나 그때 그 순간 그대로', '', '사랑했고 사랑할 거니까']"
전소미,Fast Forward,"['I’m your future lover', '타락한 밤 너의 ruler', '영화 속 달콤한 promise', '믿지 않아 let’s be honest, yeah', '', '틀린 건 없어 when it feels so right', '닿지 않아도 이미 느끼잖아', '나쁠 건 없어 when it feels so right', '네 위를 봐 I’m your goddess', '', 'How many lovers do I go through to find you', 'How many heartbreaks I take just to get to you', 'How many lovers do I go through to find you', 'How many how many how many', 'Fast Forward', '', 'Girl you the one stop', 'Got it all', 'Diamond-kissed', 'Head to toe', 'Sunshine', 'Got the glow', 'Need you bad', 'Never go', 'One stop', 'Domino', 'That’s how quick', 'You made me fall', '', 'So in love yeah', 'That’s so us', '', 'How many lovers do I go through to find you', 'How many heartbreaks I take just to get to you', 'How many lovers do I go through to find you', 'How many how many how many', 'Fast Forward', '', '(How many how many how many)', '(How many how many how many)', '', '흔들린 pendulum', '너를 부를 때', '이 뒤틀린 시간 속', '넌 내 눈앞에', 'Now think of the one you want', 'Picturing my face', 'And I’ll be the one you on', 'I’ll be the one you on', 'I’ll be the one you want', 'I can hear you say', '', 'Fast Forward', '', '(yeah yeah yeah yeah)', '', 'Fast Forward', '', '(yeah yeah yeah yeah)', '', 'Fast Forward']"
임영웅,London Boy,"['꿈에 그리던 그곳 난 여기 있어', '저 푸른 바다 위로 널 닮은 하늘', 'I’m in London oh,', 'I’m in London, yeah', '드넓은 공원 안에 널 담은 향기', '가는 모든 곳마다 난 네가 보여', 'I’m in London,', 'yeah, I’m in London, oh', '나지막한 소리가 들려와', '수많은 별들 사이 너에게', 'Baby baby baby my baby', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'Hold me tight baby,', 'you’re my everything', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'I’m London, London Boy', 'Oh oh no no no', 'London Boy yeah', '셰익스피어, 처칠, 비틀즈, 숀 코네리', '해리포터, 데이비드 베컴 모든 게 있어', 'Baby You are my London Girl', '행복은 너와 함께 즐기는 거야', '내 모든 걸 다 줘도 아깝지 않아', '너는 내게, Oh', '그런 사람, Oh', '나지막한 소리가 들려와', '수많은 별들 사이 너에게', 'Baby baby baby my baby', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'Hold me tight baby,', 'you’re my everything', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'I’m London, London Boy', '널 만나고 내가 변했다', 'Oh, I’m London Boy', 'Baby baby baby my baby', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'Hold me tight baby,', 'you’re my everything', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', 'I’m London, London Boy', 'La la la la la la la la', 'La la la la la la la la', 'La la la la la la la la', 'I’m London, London Boy', 'La la la la la la la la', 'La la la la la la la la', 'La la la la la la la la', 'London Boy', 'London Boy', 'London Boy']"
